timestamp,openTime,open,high,low,close,volume,closeTime,quoteVolume,trades,takerBuyBaseVol,takerBuyQuoteVol,ignore
2024-12-11 13:00:00,1733922000000,0.0001598,0.0001638,0.0001593,0.0001628,3452310148,1733925599999,558006.9371141,4786,1847671475,298790.9816119,0
2024-12-11 14:00:00,1733925600000,0.0001628,0.0001635,0.0001595,0.0001623,3286840792,1733929199999,530347.9400507,4444,1681019506,271311.6051589,0
2024-12-11 15:00:00,1733929200000,0.0001623,0.0001666,0.0001621,0.0001652,6224308670,1733932799999,1025354.6358685,7442,3084817317,508622.5529793,0
2024-12-11 16:00:00,1733932800000,0.0001652,0.0001685,0.0001652,0.0001674,3569854208,1733936399999,596653.3754115,5624,2066161551,345526.1104154,0
2024-12-11 17:00:00,1733936400000,0.0001674,0.0001693,0.0001643,0.0001646,3181064879,1733939999999,531370.3464441,4551,1266655028,211865.2105771,0
2024-12-11 18:00:00,1733940000000,0.0001647,0.0001674,0.0001643,0.0001666,1609641613,1733943599999,267094.6207772,3858,882411954,146506.3268738,0
2024-12-11 19:00:00,1733943600000,0.0001667,0.0001796,0.0001666,0.0001731,11284252655,1733947199999,1952532.3646828,13149,4999977104,864875.4131880,0
2024-12-11 20:00:00,1733947200000,0.0001731,0.0001739,0.0001695,0.0001707,2943003654,1733950799999,504524.7160033,4962,1197939232,205451.8522052,0
2024-12-11 21:00:00,1733950800000,0.0001707,0.0001723,0.0001684,0.0001714,1663526362,1733954399999,283138.8710882,3535,832361353,141845.0367571,0
2024-12-11 22:00:00,1733954400000,0.0001714,0.000173,0.0001706,0.0001725,1529340516,1733957999999,262508.0785494,3080,797918039,136992.0458701,0
2024-12-11 23:00:00,1733958000000,0.0001725,0.0001752,0.0001723,0.0001739,2266057537,1733961599999,393710.4842342,4346,1099088967,191007.1240901,0
2024-12-12 00:00:00,1733961600000,0.0001739,0.0001763,0.000169,0.0001734,7620772430,1733965199999,1313217.1935314,10307,3421691908,590091.7556085,0
2024-12-12 01:00:00,1733965200000,0.0001734,0.0001772,0.0001725,0.0001743,2405029344,1733968799999,420484.5064179,5153,1248671287,218157.8195826,0
2024-12-12 02:00:00,1733968800000,0.0001743,0.0001797,0.0001734,0.0001783,1409336522,1733972399999,249267.8877652,3078,715335473,126524.5558013,0
2024-12-12 03:00:00,1733972400000,0.0001783,0.0001812,0.0001776,0.0001783,3324577114,1733975999999,596000.2188273,6499,1471730129,264017.8407283,0
2024-12-12 04:00:00,1733976000000,0.0001783,0.0001797,0.0001764,0.0001777,2122420373,1733979599999,377552.9620302,4093,977410964,174045.0877725,0
2024-12-12 05:00:00,1733979600000,0.0001777,0.0001812,0.0001772,0.0001781,1321997674,1733983199999,237115.4459217,2886,545305558,97772.1293841,0
2024-12-12 06:00:00,1733983200000,0.0001781,0.0001794,0.0001766,0.0001791,1590127730,1733986799999,283634.0249862,3393,832028790,148524.5175849,0
2024-12-12 07:00:00,1733986800000,0.000179,0.0001853,0.0001789,0.0001796,7440539811,1733990399999,1356145.7322173,15808,3579334253,652860.4173004,0
2024-12-12 08:00:00,1733990400000,0.0001797,0.0001822,0.000179,0.0001806,2236658920,1733993999999,403380.6472667,5479,1037261994,187146.0396713,0
