timestamp,openTime,open,high,low,close,volume,closeTime,quoteVolume,trades,takerBuyBaseVol,takerBuyQuoteVol,ignore
2024-12-11 13:00:00,1733922000000,0.0002334,0.0002381,0.0002321,0.0002359,48659389174,1733925599999,11458076.1984579,29963,23101011157,5441435.5293054,0
2024-12-11 14:00:00,1733925600000,0.0002359,0.0002379,0.0002327,0.0002364,29460863208,1733929199999,6925099.2795408,19546,13384313245,3147339.0456378,0
2024-12-11 15:00:00,1733929200000,0.0002365,0.0002414,0.0002362,0.0002396,43457223132,1733932799999,10383988.3473319,26780,19282799900,4608514.9073137,0
2024-12-11 16:00:00,1733932800000,0.0002395,0.0002454,0.0002393,0.0002404,43718119460,1733936399999,10580639.6533265,29028,21976416099,5325069.7210801,0
2024-12-11 17:00:00,1733936400000,0.0002404,0.0002422,0.0002363,0.000237,25078925789,1733939999999,6005516.8620300,16913,9880900782,2370219.5861904,0
2024-12-11 18:00:00,1733940000000,0.000237,0.0002406,0.0002365,0.0002397,15439998828,1733943599999,3687682.0238030,12471,8622139407,2060333.6877358,0
2024-12-11 19:00:00,1733943600000,0.0002397,0.0002424,0.0002394,0.0002415,12181168663,1733947199999,2934266.7055883,8549,6809182868,1640461.8840042,0
2024-12-11 20:00:00,1733947200000,0.0002414,0.0002426,0.000239,0.00024,12763705594,1733950799999,3070877.9342511,9445,4431787502,1067753.7255966,0
2024-12-11 21:00:00,1733950800000,0.0002401,0.0002403,0.0002383,0.0002399,10342740677,1733954399999,2475205.7816971,7808,3493758255,836637.3227000,0
2024-12-11 22:00:00,1733954400000,0.0002398,0.0002424,0.0002398,0.0002411,11933630977,1733957999999,2873816.1279409,8191,6359236565,1531443.5383571,0
2024-12-11 23:00:00,1733958000000,0.0002412,0.0002421,0.0002398,0.0002405,9179046857,1733961599999,2211599.5325826,6921,3953331062,952776.0194453,0
2024-12-12 00:00:00,1733961600000,0.0002406,0.0002414,0.0002376,0.0002395,19248197451,1733965199999,4611288.8486303,14778,7908661791,1895649.3729746,0
2024-12-12 01:00:00,1733965200000,0.0002396,0.0002421,0.0002378,0.0002393,17585909714,1733968799999,4223093.7384325,13882,8188788597,1968025.8232155,0
2024-12-12 02:00:00,1733968800000,0.0002393,0.0002473,0.0002392,0.0002464,21239457645,1733972399999,5174237.8202369,15741,12271268479,2990149.2821769,0
2024-12-12 03:00:00,1733972400000,0.0002464,0.000249,0.0002441,0.0002456,29155529562,1733975999999,7194381.6937613,20507,13362406553,3298781.4583830,0
2024-12-12 04:00:00,1733976000000,0.0002456,0.0002468,0.0002422,0.0002439,20643056075,1733979599999,5052030.0180733,14793,9114302091,2231576.2834599,0
2024-12-12 05:00:00,1733979600000,0.000244,0.0002478,0.0002434,0.000245,18065308598,1733983199999,4439125.9117665,12749,8853004069,2175484.4531143,0
2024-12-12 06:00:00,1733983200000,0.0002451,0.0002466,0.000243,0.0002453,15558206277,1733986799999,3814135.2433324,10838,7470132441,1832130.7593902,0
2024-12-12 07:00:00,1733986800000,0.0002453,0.0002471,0.0002439,0.0002445,14782502940,1733990399999,3630858.8362999,10536,7398934728,1819120.0105368,0
2024-12-12 08:00:00,1733990400000,0.0002445,0.0002462,0.000244,0.0002452,12553725616,1733993999999,3078232.1550222,8114,5637380000,1382682.0673232,0
2024-12-12 09:00:00,1733994000000,0.0002451,0.0002466,0.0002422,0.0002425,18289429692,1733997599999,4470351.6882770,10974,7156330964,1750823.5324932,0
2024-12-12 10:00:00,1733997600000,0.0002426,0.0002428,0.0002386,0.0002401,31085255974,1734001199999,7469087.2060760,18427,13503679460,3245269.3233787,0
2024-12-12 11:00:00,1734001200000,0.0002399,0.0002403,0.0002355,0.0002381,36921465566,1734004799999,8769903.4990341,20182,15643011667,3717995.0937884,0
