timestamp,openTime,open,high,low,close,volume,closeTime,quoteVolume,trades,takerBuyBaseVol,takerBuyQuoteVol,ignore
2024-12-11 13:00:00,1733922000000,0.0007235,0.0007372,0.0007171,0.0007303,15363994063,1733925599999,11172722.6894781,59956,6908371984,5024640.7352934,0
2024-12-11 14:00:00,1733925600000,0.0007304,0.0007413,0.0007238,0.0007377,13572934762,1733929199999,9951965.6354712,52686,6790992484,4980642.5781258,0
2024-12-11 15:00:00,1733929200000,0.0007379,0.0007592,0.0007377,0.0007536,20107685366,1733932799999,15069694.9497709,67001,9410969656,7054051.4177852,0
2024-12-11 16:00:00,1733932800000,0.0007537,0.0007754,0.0007462,0.0007472,21858109639,1733936399999,16611828.2715417,69672,9166326179,6973257.8208668,0
2024-12-11 17:00:00,1733936400000,0.0007471,0.0007539,0.0007388,0.0007404,11408144240,1733939999999,8524706.1963729,34005,5265484690,3938616.5474987,0
2024-12-11 18:00:00,1733940000000,0.0007405,0.0007507,0.0007404,0.0007467,7509135421,1733943599999,5603943.9890434,24122,3870624328,2889251.8240508,0
2024-12-11 19:00:00,1733943600000,0.0007467,0.0007626,0.0007467,0.0007581,7870780170,1733947199999,5946897.6976640,22815,4433726172,3348714.6455383,0
2024-12-11 20:00:00,1733947200000,0.0007581,0.00076,0.0007468,0.0007499,7877800112,1733950799999,5935247.5387568,21628,2891825090,2179649.9573349,0
2024-12-11 21:00:00,1733950800000,0.00075,0.0007526,0.000747,0.0007498,3744817553,1733954399999,2809016.4919809,13575,1836152234,1377551.6055177,0
2024-12-11 22:00:00,1733954400000,0.0007498,0.0007593,0.0007497,0.0007575,3466830574,1733957999999,2613632.8202035,15619,1835797641,1383859.5270380,0
2024-12-11 23:00:00,1733958000000,0.0007575,0.0007644,0.0007567,0.0007617,3842340034,1733961599999,2921707.2001982,18007,1920680223,1460264.7918934,0
2024-12-12 00:00:00,1733961600000,0.0007617,0.0007669,0.0007561,0.0007639,8818385529,1733965199999,6713534.1873200,29842,4246774932,3233396.9594409,0
2024-12-12 01:00:00,1733965200000,0.000764,0.0007675,0.0007568,0.0007617,5702338545,1733968799999,4349427.1561480,22820,2805286979,2140845.1026155,0
2024-12-12 02:00:00,1733968800000,0.0007618,0.0007758,0.0007614,0.0007729,5940541328,1733972399999,4567537.3799195,23162,2855156880,2195950.3748299,0
2024-12-12 03:00:00,1733972400000,0.0007729,0.0007902,0.0007705,0.0007741,12261383927,1733975999999,9577521.2952813,38209,5617919905,4390159.1619775,0
2024-12-12 04:00:00,1733976000000,0.0007741,0.0007786,0.0007649,0.0007701,8862648326,1733979599999,6838300.0691874,26759,3640640866,2809244.4144986,0
2024-12-12 05:00:00,1733979600000,0.0007702,0.0007797,0.0007696,0.0007733,6184688245,1733983199999,4786260.4475901,22532,3249061600,2514931.3074027,0
2024-12-12 06:00:00,1733983200000,0.0007733,0.0007786,0.0007711,0.0007735,5473459245,1733986799999,4242177.5433767,22171,2566890657,1990030.5531355,0
2024-12-12 07:00:00,1733986800000,0.0007735,0.0007748,0.0007617,0.0007637,7039752335,1733990399999,5401028.9960947,19971,2599014603,1994397.6960941,0
2024-12-12 08:00:00,1733990400000,0.0007637,0.0007702,0.0007635,0.0007671,4986200295,1733993999999,3824716.6536842,16389,2615412602,2006856.7483357,0
2024-12-12 09:00:00,1733994000000,0.000767,0.0007714,0.0007575,0.0007597,5797089335,1733997599999,4430157.2553481,18295,2542805083,1945018.1286745,0
2024-12-12 10:00:00,1733997600000,0.0007598,0.0007614,0.000751,0.0007572,8374656763,1734001199999,6329346.1116683,27523,3826979160,2894191.2510551,0
2024-12-12 11:00:00,1734001200000,0.0007573,0.0007577,0.0007445,0.0007515,7311035906,1734004799999,5485412.2049546,25519,3031420886,2275552.4010335,0
2024-12-12 12:00:00,1734004800000,0.0007516,0.0007658,0.0007516,0.0007631,6904069240,1734008399999,5251886.2561837,22533,3895244926,2962928.7574060,0
2024-12-12 13:00:00,1734008400000,0.0007632,0.0007739,0.0007502,0.0007609,13583071092,1734011999999,10354829.1195770,50135,6624527708,5050876.3331897,0
2024-12-12 14:00:00,1734012000000,0.0007608,0.0007652,0.000753,0.0007605,8908249294,1734015599999,6758235.3608349,36091,3997033282,3034515.3745355,0
2024-12-12 15:00:00,1734015600000,0.0007606,0.0007658,0.0007538,0.0007638,10792957464,1734019199999,8195129.8716117,27924,5380336704,4086716.8354849,0
2024-12-12 16:00:00,1734019200000,0.0007639,0.0007721,0.0007573,0.0007647,10663197000,1734022799999,8153667.6474146,31322,5513507960,4216265.9551715,0
2024-12-12 17:00:00,1734022800000,0.0007646,0.000773,0.0007643,0.0007709,4775928865,1734026399999,3666277.1337001,18665,2498316148,1917860.3906187,0
2024-12-12 18:00:00,1734026400000,0.000771,0.0007742,0.0007586,0.0007645,4429860726,1734029999999,3391377.4773743,17637,1917719643,1467552.6620952,0
2024-12-12 19:00:00,1734030000000,0.0007645,0.0007685,0.0007409,0.0007446,11440167406,1734033599999,8606510.5920308,41816,4549566386,3425064.3785662,0
2024-12-12 20:00:00,1734033600000,0.0007445,0.0007622,0.000744,0.0007588,6628852125,1734037199999,4999286.4795932,30919,3080266919,2322975.7670421,0
2024-12-12 21:00:00,1734037200000,0.0007587,0.00076,0.000747,0.0007484,4805081591,1734040799999,3620609.7569898,17860,2013828975,1517567.9337118,0
2024-12-12 22:00:00,1734040800000,0.0007484,0.0007493,0.000738,0.000745,6707448370,1734044399999,4992226.5565363,21840,3055131668,2274895.9414281,0
2024-12-12 23:00:00,1734044400000,0.000745,0.0007524,0.000743,0.0007514,3179195042,1734047999999,2376639.9439825,15078,1654132748,1236589.2327186,0
2024-12-13 00:00:00,1734048000000,0.0007514,0.0007603,0.0007482,0.0007519,4358888529,1734051599999,3286609.4022470,19932,1996240109,1505306.0423114,0
2024-12-13 01:00:00,1734051600000,0.000752,0.0007522,0.0007315,0.0007445,8015114601,1734055199999,5934431.4009823,31006,3739990455,2770199.1737770,0
