timestamp,openTime,open,high,low,close,volume,closeTime,quoteVolume,trades,takerBuyBaseVol,takerBuyQuoteVol,ignore
2024-12-11 13:00:00,1733922000000,0.0008676,0.0008857,0.0008612,0.0008766,976749073,1733925599999,851297.5751189,10948,514236220,448390.1216794,0
2024-12-11 14:00:00,1733925600000,0.0008765,0.0009067,0.000873,0.0009004,1414086753,1733929199999,1261816.4996484,17036,722992166,644747.5227254,0
2024-12-11 15:00:00,1733929200000,0.0009005,0.0009128,0.0008944,0.0009082,1437382516,1733932799999,1300139.4918356,14909,738445533,668412.2757310,0
2024-12-11 16:00:00,1733932800000,0.0009085,0.00093,0.0009076,0.0009217,1305215306,1733936399999,1196635.3879242,16174,654503491,600441.7671192,0
2024-12-11 17:00:00,1733936400000,0.0009217,0.0009459,0.0009207,0.0009373,858111338,1733939999999,803005.6548144,13987,403837486,378016.4486577,0
2024-12-11 18:00:00,1733940000000,0.0009374,0.00095,0.0009191,0.0009271,754968483,1733943599999,701889.9886293,11795,368171726,342240.5604874,0
2024-12-11 19:00:00,1733943600000,0.0009271,0.0009313,0.0009143,0.0009164,281102522,1733947199999,259343.5772815,5275,115597538,106716.6275126,0
2024-12-11 20:00:00,1733947200000,0.0009169,0.000919,0.0008951,0.0008974,511148475,1733950799999,463209.4814223,5648,150341958,136187.6563722,0
2024-12-11 21:00:00,1733950800000,0.0008977,0.0009018,0.0008915,0.0008977,464083386,1733954399999,415793.5413547,5832,247938509,222263.4654429,0
2024-12-11 22:00:00,1733954400000,0.0008973,0.000903,0.0008939,0.0008973,266558743,1733957999999,239592.8997308,5163,142026097,127685.3893256,0
2024-12-11 23:00:00,1733958000000,0.0008975,0.0009042,0.0008905,0.0009032,504488704,1733961599999,452966.1016192,6408,256591645,230515.0850632,0
2024-12-12 00:00:00,1733961600000,0.0009033,0.0009711,0.0009018,0.0009348,2597102405,1733965199999,2450712.5186963,31425,1271984502,1199841.6509486,0
