timestamp,openTime,open,high,low,close,volume,closeTime,quoteVolume,trades,takerBuyBaseVol,takerBuyQuoteVol,ignore
2024-12-11 13:00:00,1733922000000,0.0240359,0.0246696,0.0236,0.0241258,8469155909,1733925599999,204549677.4372199,459171,4193844537,101344172.0601548,0
2024-12-11 14:00:00,1733925600000,0.0241258,0.0243639,0.0236859,0.0241726,5811590968,1733929199999,139377179.0271426,359370,2798911919,67154117.3848656,0
2024-12-11 15:00:00,1733929200000,0.0241743,0.0253,0.0241,0.0247351,11573017780,1733932799999,287229521.3460006,576049,5684124074,141076471.1334871,0
2024-12-11 16:00:00,1733932800000,0.0247358,0.0252168,0.02446,0.0246117,6937018353,1733936399999,172080868.6636224,397743,3317031723,82333904.9153230,0
2024-12-11 17:00:00,1733936400000,0.0246121,0.0250509,0.0245266,0.0245489,5274296168,1733939999999,130678772.2847754,306656,2488184556,61669914.0804477,0
2024-12-11 18:00:00,1733940000000,0.0245488,0.0249785,0.02432,0.024858,4537238738,1733943599999,112114372.0785109,273208,2320834729,57363518.5499776,0
2024-12-11 19:00:00,1733943600000,0.0248574,0.02523,0.0248319,0.025154,2866544971,1733947199999,71864422.9972567,206697,1527508635,38297564.5386280,0
2024-12-11 20:00:00,1733947200000,0.0251541,0.0254052,0.024641,0.0248171,4738250846,1733950799999,118566466.4453155,278740,2302151484,57633478.2895244,0
2024-12-11 21:00:00,1733950800000,0.024816,0.0250097,0.0246453,0.0249495,2037302994,1733954399999,50656847.6123164,139831,927639779,23070130.7991834,0
2024-12-11 22:00:00,1733954400000,0.0249495,0.0251828,0.02478,0.0250205,2107722550,1733957999999,52720244.2410613,127797,1000713517,25029519.1361051,0
2024-12-11 23:00:00,1733958000000,0.0250231,0.0254807,0.025019,0.0251263,2623862136,1733961599999,66242189.2150546,165145,1259248010,31788440.7427019,0
2024-12-12 00:00:00,1733961600000,0.0251263,0.0253882,0.0246715,0.024852,4094408638,1733965199999,102427444.0172182,235848,1987843486,49768728.9527692,0
2024-12-12 01:00:00,1733965200000,0.0248521,0.0249488,0.0244599,0.0246213,2961319414,1733968799999,73112910.6252775,187790,1390471490,34341916.1948643,0
2024-12-12 02:00:00,1733968800000,0.0246214,0.0257091,0.0246166,0.0255593,4089987512,1733972399999,102818189.8341801,193399,2308763182,58017802.2411375,0
2024-12-12 03:00:00,1733972400000,0.02556,0.0257198,0.02515,0.025232,4496057383,1733975999999,114548254.2563572,259304,2048323735,52214582.8816556,0
2024-12-12 04:00:00,1733976000000,0.0252309,0.02538,0.0249165,0.0250419,2963361385,1733979599999,74619288.4456747,170304,1515249559,38174489.6372208,0
2024-12-12 05:00:00,1733979600000,0.0250399,0.025488,0.0249546,0.0251898,3625245415,1733983199999,91588277.1172337,177912,2014867198,50899634.0063407,0
2024-12-12 06:00:00,1733983200000,0.0251898,0.0253655,0.02467,0.024844,4019037367,1733986799999,100160674.3067451,195086,1859334281,46328803.3177095,0
2024-12-12 07:00:00,1733986800000,0.0248449,0.0250791,0.024738,0.0248079,2288909875,1733990399999,57025902.4599410,138359,1088633156,27131206.7888967,0
2024-12-12 08:00:00,1733990400000,0.0248059,0.0250449,0.0247917,0.0249123,2028346975,1733993999999,50538862.6906545,120378,1028854739,25636141.5045104,0
2024-12-12 09:00:00,1733994000000,0.0249123,0.0251645,0.0246667,0.0247185,2731433742,1733997599999,68055222.1579701,159655,1333565370,33234670.3155168,0
2024-12-12 10:00:00,1733997600000,0.0247197,0.0247658,0.0243555,0.0245761,3742431162,1734001199999,91822799.5343449,206335,1708248522,41928381.9231126,0
2024-12-12 11:00:00,1734001200000,0.0245761,0.0246156,0.0242064,0.0244677,3240783350,1734004799999,79049228.0427270,197749,1442300267,35190868.5222839,0
2024-12-12 12:00:00,1734004800000,0.0244693,0.0247845,0.0244382,0.0247529,2373501260,1734008399999,58421812.6203121,152916,1315526674,32384850.1488020,0
2024-12-12 13:00:00,1734008400000,0.0247537,0.0251816,0.02441,0.0245603,7609922423,1734011999999,188532862.2628449,390190,3843244120,95239651.5626975,0
2024-12-12 14:00:00,1734012000000,0.0245568,0.0249777,0.0242666,0.0245624,6059361560,1734015599999,148808407.4995561,329001,3018011680,74104187.4374223,0
2024-12-12 15:00:00,1734015600000,0.0245628,0.0246822,0.02412,0.0243154,4134615158,1734019199999,100616366.4577942,258436,2026888131,49331916.5773422,0
2024-12-12 16:00:00,1734019200000,0.0243146,0.0248654,0.0242744,0.0244761,5638064242,1734022799999,138466265.8257052,293599,2628184437,64527227.3324536,0
2024-12-12 17:00:00,1734022800000,0.0244749,0.02469,0.0244005,0.0246594,2375889565,1734026399999,58386134.7691959,146267,1130443379,27778483.2111376,0
2024-12-12 18:00:00,1734026400000,0.0246593,0.0246997,0.0242234,0.024297,2465339713,1734029999999,60252635.7399014,134548,1221319072,29853804.2768624,0
2024-12-12 19:00:00,1734030000000,0.0242969,0.0244527,0.0234235,0.0234304,7382278423,1734033599999,176016943.3990411,336932,3072332145,73317067.7337256,0
2024-12-12 20:00:00,1734033600000,0.02343,0.023766,0.0233531,0.0236262,5052301746,1734037199999,118869153.9106617,275455,2365235218,55694536.8101556,0
2024-12-12 21:00:00,1734037200000,0.0236266,0.0236924,0.0233584,0.0235217,2289193566,1734040799999,53863365.5673646,141067,1166836341,27466214.4904388,0
2024-12-12 22:00:00,1734040800000,0.0235217,0.0237425,0.0232005,0.0236553,2798364065,1734044399999,65667274.3165559,167054,1419915637,33364326.1378373,0
2024-12-12 23:00:00,1734044400000,0.0236553,0.0237469,0.0234495,0.0236308,1474573217,1734047999999,34813480.4824147,117513,690452301,16305057.8310193,0
2024-12-13 00:00:00,1734048000000,0.0236309,0.0239749,0.0235575,0.0237188,2190764653,1734051599999,52048496.6483259,161035,1093913147,25998552.4495007,0
2024-12-13 01:00:00,1734051600000,0.0237188,0.0237269,0.0232324,0.0236525,3125872647,1734055199999,73407362.8602396,207669,1506371564,35395987.2114644,0
2024-12-13 02:00:00,1734055200000,0.0236525,0.0238173,0.0234923,0.0235909,2223202501,1734058799999,52580524.2057484,143437,1038894464,24576057.7566847,0
2024-12-13 03:00:00,1734058800000,0.0235909,0.0238353,0.02355,0.023712,1541802929,1734062399999,36518574.4075872,110492,874449757,20715258.2304061,0
