timestamp,symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
2024-12-15 16:03:25.486,BTTCUSDT,0.00000001,0.763,0.00000130,0.00000131,0.00000132,23321750.0,0.00000132,94781563001.0,0.00000133,52231079765.0,0.00000131,0.00000134,0.00000127,2241595690918.0,2920736.49513869,1734192205486,1734278605486,14861143,14877056,15914
