timestamp,symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
2024-12-15 16:03:27.428,LUNCUSDT,0.00000445,3.437,0.00013163,0.00012949,0.00013393,85957.27000000,0.00013389,488000.00000000,0.00013392,938973.45000000,0.00012948,0.00013716,0.00012619,133101744057.11000000,17520067.20051059,1734192207428,1734278607428,116648805,116787803,138999
