timestamp,open,high,low,close,volume,quote_volume,trades
2024-12-16 12:00:00,48.575,48.736,48.512,48.702,73072,3553763.485,7932
2024-12-16 12:05:00,48.695,48.768,48.545,48.716,56298,2740753.414,5584
2024-12-16 12:10:00,48.716,48.774,48.62,48.716,37302,1816622.482,3635
2024-12-16 12:15:00,48.716,48.785,48.558,48.64,28162,1370828.201,4429
2024-12-16 12:20:00,48.64,48.809,48.622,48.725,22864,1114446.91,3367
2024-12-16 12:25:00,48.724,48.737,48.586,48.696,23141,1125546.445,3402
2024-12-16 12:30:00,48.695,48.958,48.653,48.863,34919,1706736.502,4368
2024-12-16 12:35:00,48.861,48.971,48.838,48.868,22322,1091418.652,3112
2024-12-16 12:40:00,48.868,48.868,48.655,48.743,31268,1523562.663,3788
2024-12-16 12:45:00,48.743,48.743,48.497,48.526,34552,1679373.242,4533
2024-12-16 12:50:00,48.522,48.74,48.486,48.718,21353,1038386.92,3701
2024-12-16 12:55:00,48.718,48.753,48.659,48.673,12374,602843.115,2328
2024-12-16 13:00:00,48.674,48.728,48.525,48.631,25682,1249324.145,4470
2024-12-16 13:05:00,48.632,48.84,48.461,48.752,42574,2072151.339,5703
2024-12-16 13:10:00,48.752,48.861,48.699,48.785,33875,1652324.289,4597
2024-12-16 13:15:00,48.786,48.878,48.685,48.76,26135,1274808.189,3993
2024-12-16 13:20:00,48.76,49.032,48.686,48.966,38252,1870368.033,4860
2024-12-16 13:25:00,48.963,48.963,48.749,48.788,33739,1647906.783,3833
2024-12-16 13:30:00,48.786,48.848,48.666,48.694,33583,1637701.744,3929
2024-12-16 13:35:00,48.694,48.709,48.44,48.476,42380,2057216.404,4189
2024-12-16 13:40:00,48.476,48.586,48.284,48.565,107653,5211413.339,7891
2024-12-16 13:45:00,48.565,48.645,48.506,48.507,26289,1276875.182,2983
2024-12-16 13:50:00,48.507,48.527,48.388,48.479,20361,986255.957,3026
2024-12-16 13:55:00,48.478,48.563,48.452,48.53,17909,868735.959,2590
2024-12-16 14:00:00,48.532,48.795,48.531,48.724,22858,1112499.276,3424
2024-12-16 14:05:00,48.72,48.843,48.702,48.762,39796,1941044.046,3925
2024-12-16 14:10:00,48.763,48.795,48.714,48.721,18879,920448.684,2985
2024-12-16 14:15:00,48.721,48.853,48.643,48.753,18624,907758.889,3240
2024-12-16 14:20:00,48.752,48.752,48.571,48.571,27005,1313809.673,3236
