timestamp,open,high,low,close,volume,quote_volume,trades
2024-12-16 11:55:00,2.6653,2.666,2.6506,2.659,1091731.9,2902350.02998,9881
2024-12-16 12:00:00,2.659,2.6714,2.657,2.6699,1440698.4,3838903.37959,21239
2024-12-16 12:05:00,2.6698,2.6738,2.6623,2.6717,652698.0,1741771.34518,7199
2024-12-16 12:10:00,2.6717,2.6726,2.66,2.6643,404256.6,1077730.77581,5309
2024-12-16 12:15:00,2.6643,2.6757,2.6614,2.6743,721405.0,1926232.92086,7183
2024-12-16 12:20:00,2.6743,2.6906,2.674,2.6825,1007057.5,2702279.91798,7654
2024-12-16 12:25:00,2.6824,2.684,2.6757,2.6834,384711.3,1031033.0072,4800
2024-12-16 12:30:00,2.6834,2.6948,2.6801,2.6905,507099.0,1363855.89038,6147
2024-12-16 12:35:00,2.6906,2.6949,2.6867,2.6903,394513.4,1061621.80172,4928
2024-12-16 12:40:00,2.6902,2.692,2.6824,2.6896,384998.1,1034461.11341,4835
2024-12-16 12:45:00,2.6896,2.6896,2.6712,2.6734,1198178.8,3208762.32911,8086
2024-12-16 12:50:00,2.6735,2.688,2.6673,2.6818,773703.7,2072708.66739,6905
2024-12-16 12:55:00,2.6818,2.6847,2.6774,2.6798,541359.5,1451341.31377,4808
2024-12-16 13:00:00,2.6797,2.687,2.6639,2.6723,1878929.0,5026402.48462,10241
2024-12-16 13:05:00,2.6723,2.6728,2.6311,2.6619,5202703.3,13792519.1488,23602
2024-12-16 13:10:00,2.6619,2.6753,2.6566,2.6725,965591.2,2575045.77994,7845
2024-12-16 13:15:00,2.6726,2.6763,2.6568,2.6614,999457.2,2665668.35382,8029
2024-12-16 13:20:00,2.6615,2.6779,2.6547,2.6735,1827612.5,4869611.85054,9938
2024-12-16 13:25:00,2.6735,2.6775,2.668,2.6714,611379.9,1634074.63757,5180
2024-12-16 13:30:00,2.6714,2.6719,2.6597,2.6625,536352.7,1429387.20265,5414
2024-12-16 13:35:00,2.6626,2.6626,2.648,2.6518,982838.1,2608966.18806,7238
2024-12-16 13:40:00,2.6518,2.6701,2.6509,2.6693,600132.3,1598518.00666,5651
2024-12-16 13:45:00,2.6694,2.6749,2.6666,2.6666,388433.8,1037447.51714,4919
2024-12-16 13:50:00,2.6666,2.6703,2.6606,2.6681,255453.9,680668.79236,4520
2024-12-16 13:55:00,2.668,2.6749,2.6665,2.6731,506120.2,1351675.62946,4599
2024-12-16 14:00:00,2.6731,2.6904,2.6727,2.6851,785669.3,2107936.58749,6844
2024-12-16 14:05:00,2.6851,2.6892,2.6776,2.6806,621745.6,1669004.06416,5773
2024-12-16 14:10:00,2.6809,2.6816,2.6743,2.6772,347833.4,931408.03034,4310
2024-12-16 14:15:00,2.6771,2.6869,2.6724,2.6783,420155.0,1125839.29031,5149
2024-12-16 14:20:00,2.6782,2.6808,2.6729,2.6736,308443.9,825797.32729,4217
2024-12-16 14:25:00,2.6736,2.6815,2.6712,2.6813,317837.8,851022.93548,4785
2024-12-16 14:30:00,2.6813,2.6985,2.6808,2.6894,814080.3,2190123.54766,8850
2024-12-16 14:35:00,2.6895,2.7093,2.689,2.7073,1404694.3,3796205.56941,12491
