timestamp,open,high,low,close,volume,quote_volume,trades
2024-12-16 12:00:00,1.1872,1.1936,1.1857,1.1904,4250543,5052509.1276,10350
2024-12-16 12:05:00,1.1903,1.193,1.1822,1.1846,5049848,5991633.4771,10069
2024-12-16 12:10:00,1.1845,1.1845,1.17,1.1777,10525566,12382545.7513,20381
2024-12-16 12:15:00,1.1778,1.1796,1.1701,1.1709,3533787,4149880.0219,9823
2024-12-16 12:20:00,1.171,1.174,1.1658,1.1705,5765770,6746875.27,11960
2024-12-16 12:25:00,1.1704,1.1705,1.164,1.1668,4348998,5069579.3759,8236
2024-12-16 12:30:00,1.1668,1.1787,1.1662,1.1731,5499824,6453302.9635,11685
2024-12-16 12:35:00,1.1731,1.1755,1.1668,1.1679,2357388,2760392.9451,6643
2024-12-16 12:40:00,1.1678,1.1722,1.1611,1.169,4121426,4805052.3409,8571
2024-12-16 12:45:00,1.1689,1.1749,1.1667,1.1706,4113900,4818511.3926,8663
2024-12-16 12:50:00,1.1706,1.179,1.1686,1.1787,3971754,4666843.3047,9453
2024-12-16 12:55:00,1.1786,1.1787,1.1728,1.1753,2156776,2536453.9371,6414
2024-12-16 13:00:00,1.1754,1.1769,1.1721,1.1737,2869748,3370648.9892,6752
2024-12-16 13:05:00,1.1737,1.1778,1.1694,1.1745,2429397,2851897.4728,6146
2024-12-16 13:10:00,1.1745,1.1854,1.1742,1.1845,4092629,4831734.4485,8350
2024-12-16 13:15:00,1.1846,1.1846,1.1766,1.1811,2282112,2694163.9354,5639
2024-12-16 13:20:00,1.1811,1.191,1.1811,1.1884,3883835,4607909.3787,7666
2024-12-16 13:25:00,1.1883,1.1913,1.1851,1.1901,3461811,4111772.2704,7821
2024-12-16 13:30:00,1.1902,1.1916,1.1844,1.1852,4039632,4802720.9591,8531
2024-12-16 13:35:00,1.1852,1.1879,1.183,1.1853,3320351,3936204.8403,6012
2024-12-16 13:40:00,1.1852,1.1863,1.1778,1.1785,3036663,3590741.601,7160
2024-12-16 13:45:00,1.1786,1.1886,1.1784,1.1854,1693150,2004853.3559,5107
2024-12-16 13:50:00,1.1854,1.1855,1.1773,1.1777,1675888,1979556.4228,4658
2024-12-16 13:55:00,1.1778,1.2137,1.1765,1.206,17072257,20450005.1257,32643
2024-12-16 14:00:00,1.2061,1.2169,1.1881,1.2127,18739363,22541462.6211,41717
2024-12-16 14:05:00,1.2127,1.2128,1.2007,1.2031,8196099,9888895.2393,18473
2024-12-16 14:10:00,1.2033,1.2051,1.1904,1.1917,5066526,6064207.1399,12000
2024-12-16 14:15:00,1.1915,1.1994,1.1884,1.1937,3439929,4103838.2895,9464
2024-12-16 14:20:00,1.1937,1.1945,1.1884,1.1909,2088653,2489295.8605,5965
2024-12-16 14:25:00,1.191,1.1939,1.189,1.1921,2037193,2426372.0822,5825
2024-12-16 14:30:00,1.1921,1.1966,1.1891,1.1931,2833633,3379167.554,8503
2024-12-16 14:35:00,1.1932,1.2005,1.1916,1.1942,3084448,3690297.5393,9375
2024-12-16 14:40:00,1.194,1.204,1.1885,1.2039,2652133,3175057.2396,9347
2024-12-16 14:45:00,1.204,1.2105,1.2001,1.2051,4714639,5681962.1357,13249
2024-12-16 14:50:00,1.2051,1.2051,1.1921,1.1979,3619541,4335047.0139,10041
2024-12-16 14:55:00,1.1977,1.1996,1.1809,1.186,6859415,8152960.3781,14191
2024-12-16 15:00:00,1.1859,1.1942,1.1834,1.1903,7192132,8551976.3083,12873
2024-12-16 15:05:00,1.1903,1.1955,1.1861,1.1926,4536183,5402674.7117,10984
2024-12-16 15:10:00,1.1926,1.1999,1.1903,1.1997,3173598,3793418.021,9416
2024-12-16 15:15:00,1.1996,1.2122,1.1985,1.2121,3749732,4522168.1812,11759
2024-12-16 15:20:00,1.2121,1.2146,1.203,1.2035,4179507,5059292.5646,13346
2024-12-16 15:25:00,1.2035,1.2056,1.1967,1.1991,2688166,3228779.9005,9868
2024-12-16 15:30:00,1.1991,1.209,1.1941,1.207,5467118,6566969.2286,13473
2024-12-16 15:35:00,1.207,1.2101,1.204,1.2077,1857980,2242415.4587,7338
2024-12-16 15:40:00,1.2077,1.2121,1.2066,1.2092,1144376,1383925.3941,5672
2024-12-16 15:45:00,1.2091,1.2112,1.2013,1.204,3175968,3827355.1426,10466
2024-12-16 15:50:00,1.204,1.2043,1.1972,1.2003,1983157,2381181.5243,9104
2024-12-16 15:55:00,1.2003,1.2014,1.1982,1.1997,2213488,2655814.6474,8187
2024-12-16 16:00:00,1.1996,1.2062,1.199,1.2014,2493929,2998347.0652,10325
2024-12-16 16:05:00,1.2013,1.2073,1.1986,1.2073,1757911,2115129.3055,7415
2024-12-16 16:10:00,1.2072,1.2099,1.1972,1.2006,1988689,2392281.6032,7942
2024-12-16 16:15:00,1.2005,1.205,1.1899,1.1933,2575786,3080850.9672,8875
2024-12-16 16:20:00,1.1933,1.1982,1.1886,1.1933,2845001,3392531.8527,10538
2024-12-16 16:25:00,1.1933,1.2027,1.1918,1.1929,2074246,2481697.5562,8881
2024-12-16 16:30:00,1.1929,1.1947,1.1856,1.1865,1896606,2256853.458,8184
2024-12-16 16:35:00,1.1866,1.192,1.1851,1.187,2391802,2842958.0062,9223
2024-12-16 16:40:00,1.187,1.1947,1.1862,1.1916,2077370,2472011.7713,7689
2024-12-16 16:45:00,1.1917,1.1956,1.19,1.1937,1846409,2202750.5083,7344
2024-12-16 16:50:00,1.1937,1.1949,1.188,1.1919,873053,1040022.8852,5103
2024-12-16 16:55:00,1.1919,1.1921,1.184,1.1896,3045401,3615891.942,7121
2024-12-16 17:00:00,1.1895,1.1957,1.1888,1.1953,1487483,1772764.5213,6426
2024-12-16 17:05:00,1.1954,1.2038,1.1949,1.2017,1945142,2334259.9439,6835
2024-12-16 17:10:00,1.2018,1.2024,1.1972,1.1985,1651064,1981417.1122,5441
2024-12-16 17:15:00,1.1985,1.2038,1.1965,1.2009,1235608,1483289.8962,5516
2024-12-16 17:20:00,1.2009,1.2025,1.1915,1.1971,2355627,2820127.4005,6625
2024-12-16 17:25:00,1.1972,1.1984,1.1941,1.196,684691,818941.3179,3318
2024-12-16 17:30:00,1.196,1.1982,1.19,1.1907,1433095,1709421.3829,5214
2024-12-16 17:35:00,1.1907,1.1963,1.1897,1.195,1012601,1207676.0658,3888
2024-12-16 17:40:00,1.195,1.1979,1.1928,1.1944,1383251,1653264.9425,5213
2024-12-16 17:45:00,1.1943,1.1965,1.188,1.191,1856130,2213855.9192,5911
2024-12-16 17:50:00,1.1909,1.1918,1.185,1.1874,1545341,1836308.645,5749
2024-12-16 17:55:00,1.1873,1.1904,1.1848,1.1848,838493,995621.2117,3627
2024-12-16 18:00:00,1.1849,1.1944,1.1844,1.1915,1645050,1957258.4613,6009
